sln,car_brand,car_model,car_country,car_city,car_fuel,car_transmission,car_drive,car_mileage,car_engine_hp,car_engine_capacity,car_age,car_price
34974,Mazda,MPV    ,JP,Khabarovsk,gasoline,automatic,4WD,170000,170,2.5,22,445000
34975,Toyota,Progres    ,JP,Khabarovsk,gasoline,automatic,RWD,199999,200,2.5,23,580000
34976,Toyota,Mark II   ,JP,Khabarovsk,gasoline,automatic,RWD,199999,200,2.5,26,485000
34977,Honda,Fit    ,JP,Khabarovsk,gasoline,CVT,FWD,156345,100,1.3,16,780000
34978,Toyota,Wish    ,JP,Khabarovsk,gasoline,CVT,FWD,142354,144,1.8,13,1550000
34979,Nissan,Note    ,JP,Khabarovsk,gasoline,CVT,4WD,100000,79,1.2,5,1100000
34980,Mercedes-Benz,C-Class    ,DE,Khabarovsk,gasoline,automatic,RWD,35267,156,1.6,8,2900000
34981,SsangYong,Rexton    ,KR ,Khabarovsk,diesel,automatic,4WD,155000,165,2.7,12,1350000
34982,Honda,N-WGN    ,JP,Khabarovsk,gasoline,CVT,FWD,110000,58,0.7,10,790000
34983,Toyota,Land Cruiser Prado  ,JP,Khabarovsk,diesel,automatic,4WD,86000,200,2.8,4,5890000
34984,Nissan,Juke    ,JP,Khabarovsk,gasoline,CVT,FWD,100000,114,1.5,13,950000
34985,Lexus,NX200t    ,JP,Khabarovsk,gasoline,automatic,FWD,120000,238,2,9,3200000
34986,Mazda,Mazda3    ,JP,Khabarovsk,gasoline,automatic,FWD,100000,111,1.5,5,1860000
34987,Toyota,Land Cruiser Prado  ,JP,Khabarovsk,gasoline,automatic,4WD,97000,163,2.7,6,4620000
34988,Toyota,Aqua    ,JP,Khabarovsk,hybrid,CVT,FWD,95000,74,1.5,6,1215000
34989,Toyota,Wish    ,JP,Khabarovsk,gasoline,CVT,FWD,56000,143,1.8,10,1600000
34990,BMW,X7    ,DE,Khabarovsk,diesel,automatic,4WD,30500,400,3,5,12999999
34991,Mercedes-Benz,S-Class    ,DE,Khabarovsk,diesel,automatic,4WD,7250,330,2.9,3,18800000
34992,Toyota,Crown    ,JP,Khabarovsk,gasoline,automatic,RWD,80000,160,2,37,1000000
34993,Chevrolet,Cruze    ,USA,Khabarovsk,gasoline,automatic,FWD,120000,140,1.4,10,749000
34994,Suzuki,Wagon R   ,JP,Khabarovsk,gasoline,CVT,FWD,190000,64,0.7,10,580000
34995,Lexus,GS250    ,JP,Khabarovsk,gasoline,automatic,RWD,270000,209,2.5,12,2150000
34996,Infiniti,QX80    ,JP,Khabarovsk,gasoline,automatic,4WD,110000,405,5.6,6,6250000
34997,Mercedes-Benz,GLB-Class    ,DE,Khabarovsk,diesel,robot,4WD,55000,150,2,4,5100000
34998,Mercedes-Benz,S-Class    ,DE,Khabarovsk,gasoline,automatic,RWD,47000,306,5,25,1999999
34999,Skoda,Octavia    ,CZ,Khabarovsk,gasoline,automatic,FWD,318000,110,1.6,9,790000
35000,Toyota,RAV4    ,JP,Khabarovsk,hybrid,CVT,4WD,139000,178,2.5,5,3222000
35001,Toyota,Camry    ,JP,Khabarovsk,gasoline,automatic,FWD,252000,159,2.4,22,695000
35002,Toyota,Crown    ,JP,Khabarovsk,hybrid,CVT,RWD,168000,178,2.5,7,2970000
35003,Toyota,Belta    ,JP,Khabarovsk,gasoline,CVT,FWD,240000,87,1.3,13,670000
35004,Toyota,Premio    ,JP,Khabarovsk,gasoline,automatic,FWD,296,132,1.8,18,800000
35005,Nissan,Primera    ,JP,Khabarovsk,gasoline,automatic,FWD,255000,125,1.8,31,85000
35006,Toyota,Camry    ,JP,Khabarovsk,hybrid,CVT,FWD,163000,160,2.5,9,1990000
35007,Honda,Vezel    ,JP,Khabarovsk,hybrid,robot,FWD,96000,132,1.5,5,1780000
35008,Mitsubishi,Lancer    ,JP,Khabarovsk,gasoline,automatic,FWD,300000,110,1.5,25,338000
35009,Toyota,Allion    ,JP,Khabarovsk,gasoline,CVT,FWD,65612,143,1.8,4,1600000
35010,Toyota,Platz    ,JP,Khabarovsk,gasoline,automatic,FWD,200000,70,1,24,320000
35011,Honda,Shuttle    ,JP,Khabarovsk,gasoline,CVT,FWD,87000,132,1.5,7,1305000
35012,Hyundai,Solaris    ,KR,Khabarovsk,gasoline,automatic,FWD,55000,123,1.6,4,1750000
35013,Toyota,Corolla    ,JP,Khabarovsk,gasoline,automatic,FWD,180000,85,1.3,24,235000
35014,Nissan,Laurel    ,JP,Khabarovsk,gasoline,automatic,RWD,238000,125,2,27,338000
35015,Nissan,Cedric    ,JP,Khabarovsk,gasoline,automatic,RWD,220000,270,3,28,585000
35016,Toyota,Allion    ,JP,Khabarovsk,gasoline,CVT,FWD,216,136,1.8,17,1150000
35017,Nissan,Almera Classic   ,JP,Khabarovsk,gasoline,automatic,FWD,336000,107,1.6,17,400000
35018,Toyota,Prius    ,JP,Khabarovsk,hybrid,CVT,FWD,250000,77,1.5,19,465000
35019,Nissan,X-Trail    ,JP,Khabarovsk,gasoline,CVT,4WD,142000,147,2,10,1700000
35020,Toyota,Crown    ,JP,Khabarovsk,gasoline,automatic,RWD,299999,190,3,40,1000000
35021,Toyota,Tank    ,JP,Khabarovsk,gasoline,CVT,FWD,33890,98,1,6,1155000
35022,Nissan,Qashqai    ,JP,Khabarovsk,gasoline,CVT,4WD,17000,144,2,5,2700000
35023,Nissan,Cube    ,JP,Khabarovsk,gasoline,automatic,FWD,200000,85,1.3,24,85000
35024,Lada,Priora    ,RUS,Samara,gasoline,manual,FWD,280000,98,1.6,16,210000
35025,Nissan,X-Trail    ,JP,Khabarovsk,gasoline,manual,4WD,120000,137,2,16,1070000
35026,Mitsubishi,Outlander    ,JP,Khabarovsk,gasoline,CVT,4WD,176000,170,2.4,18,950000
35027,Geely,Monjaro    ,CN,Khabarovsk,gasoline,automatic,FWD,10000,238,2,2,3300000
35028,BMW,5-Series    ,DE,Khabarovsk,gasoline,automatic,RWD,57000,184,2,4,5150000
35029,Subaru,Levorg    ,JP,Khabarovsk,gasoline,CVT,4WD,68000,170,1.6,10,1800000
35030,Toyota,Prius    ,JP,Khabarovsk,hybrid,CVT,FWD,286361,99,1.8,13,950000
35031,Toyota,Prius PHV   ,JP,Khabarovsk,hybrid,CVT,FWD,117000,98,1.8,7,2250000
35032,Honda,Fit    ,JP,Khabarovsk,gasoline,CVT,4WD,24000,100,1.3,6,1190000
35033,Toyota,Chaser    ,JP,Khabarovsk,gasoline,automatic,RWD,170000,160,2,26,688000
35034,Toyota,Harrier    ,JP,Khabarovsk,gasoline,automatic,FWD,152000,220,3,25,935000
35035,Toyota,Crown    ,JP,Khabarovsk,gasoline,automatic,RWD,30000,245,2,6,3280000
35036,Subaru,Forester    ,JP,Khabarovsk,gasoline,automatic,4WD,200000,250,2,27,530000
35037,Toyota,Land Cruiser   ,JP,Khabarovsk,diesel,automatic,4WD,199000,170,4.2,29,1668000
35038,Toyota,Harrier    ,JP,Khabarovsk,gasoline,automatic,FWD,225000,220,3,21,1417000
35039,Honda,Accord    ,JP,Khabarovsk,gasoline,automatic,FWD,555555,160,2.3,26,285000
35040,Nissan,Dualis    ,JP,Khabarovsk,gasoline,CVT,4WD,164000,137,2,17,928000
35041,Toyota,Land Cruiser Prado  ,JP,Khabarovsk,gasoline,manual,4WD,350000,178,3.4,27,900000
35042,Subaru,Forester    ,JP,Khabarovsk,gasoline,CVT,4WD,190000,148,2,10,1780000
35043,Toyota,Cresta    ,JP,Khabarovsk,gasoline,automatic,RWD,300000,135,2,32,275000
35044,Toyota,Ipsum    ,JP,Khabarovsk,gasoline,automatic,4WD,130000,135,2,26,635000
35045,Toyota,Land Cruiser Prado  ,JP,Khabarovsk,diesel,automatic,4WD,190880,170,3,23,1580000
35046,Toyota,Prius    ,JP,Khabarovsk,hybrid,CVT,FWD,200000,76,1.5,16,720000
35047,Infiniti,EX37    ,JP,Khabarovsk,gasoline,automatic,4WD,150000,330,3.7,14,1698000
35048,Mercedes-Benz,GLE    ,DE,Khabarovsk,diesel,automatic,4WD,48884,330,2.9,4,6530000
35049,Honda,Vezel    ,JP,Khabarovsk,hybrid,robot,4WD,138,132,1.5,10,1498000
35050,Mazda,CX-3    ,JP,Khabarovsk,diesel,automatic,FWD,70000,105,1.5,8,1498000
35051,EXEED,VX    ,CN,Khabarovsk,gasoline,robot,4WD,5229,249,2,2,3752000
35052,Toyota,Corolla    ,JP,Khabarovsk,diesel,automatic,FWD,375000,73,2,31,120000
35053,Mazda,MPV    ,JP,Khabarovsk,gasoline,automatic,FWD,218800,170,2.5,23,650000
35054,Nissan,Sunny    ,JP,Khabarovsk,gasoline,manual,FWD,330000,105,1.5,27,187000
35055,Mitsubishi,ASX    ,JP,Khabarovsk,gasoline,CVT,FWD,149700,140,1.8,12,1100000
35056,EXEED,LX    ,CN,Khabarovsk,gasoline,CVT,FWD,17924,156,1.5,2,2690000
35057,Toyota,Ractis    ,JP,Khabarovsk,gasoline,CVT,FWD,107000,99,1.3,9,915000
35058,Toyota,Raum    ,JP,Khabarovsk,gasoline,automatic,FWD,190000,109,1.5,16,770000
35059,Volkswagen,up!    ,DE,Khabarovsk,gasoline,robot,FWD,96598,75,1,11,699000
35060,Nissan,Murano    ,JP,Khabarovsk,gasoline,CVT,4WD,61275,249,3.5,6,3370000
35061,Toyota,WiLL VS   ,JP,Khabarovsk,gasoline,automatic,FWD,110000,190,1.8,23,650000
35062,Honda,Odyssey    ,JP,Khabarovsk,gasoline,automatic,4WD,355224,150,2.3,23,920000
35063,Volkswagen,Polo    ,DE,Khabarovsk,gasoline,manual,FWD,72000,110,1.6,8,885000
35064,Kia,Sportage    ,KR,Khabarovsk,gasoline,automatic,4WD,191000,166,2,13,1200000
35065,Toyota,Camry    ,JP,Khabarovsk,gasoline,automatic,FWD,240,167,2.4,16,1200000
35066,Honda,Fit    ,JP,Khabarovsk,gasoline,CVT,4WD,220000,86,1.3,21,489000
35067,Toyota,Land Cruiser Prado  ,JP,Khabarovsk,gasoline,automatic,4WD,278000,150,2.7,26,1245000
35068,Honda,Civic    ,JP,Khabarovsk,gasoline,CVT,FWD,119000,182,1.5,7,1990000
35069,Toyota,Noah    ,JP,Khabarovsk,gasoline,CVT,FWD,185000,158,2,11,1395000
35070,Subaru,Impreza    ,JP,Khabarovsk,gasoline,automatic,4WD,149703,110,1.5,16,799000
35071,Honda,Airwave    ,JP,Khabarovsk,gasoline,CVT,FWD,152000,110,1.5,18,689000
35072,Toyota,Corona    ,JP,Khabarovsk,gasoline,automatic,FWD,200000,120,2,36,75000
35073,Toyota,Crown    ,JP,Khabarovsk,gasoline,automatic,RWD,178000,220,3,25,565000
35074,Toyota,Cresta    ,JP,Khabarovsk,gasoline,automatic,RWD,300000,135,2,28,365000
35075,Jeep,Wrangler    ,USA,Khabarovsk,gasoline,automatic,4WD,37000,272,2,5,4700000
35076,Toyota,Premio    ,JP,Khabarovsk,gasoline,automatic,FWD,274000,132,1.8,19,789000
35077,Toyota,Prius Alpha   ,JP,Khabarovsk,hybrid,CVT,FWD,220000,99,1.8,12,1180000
35078,Nissan,March    ,JP,Khabarovsk,gasoline,automatic,FWD,228581,90,1.2,16,465000
35079,Mercedes-Benz,CL-Class    ,DE,Khabarovsk,gasoline,automatic,RWD,111068,388,5.5,16,1150000
35080,Toyota,Hiace    ,JP,Khabarovsk,diesel,automatic,4WD,270000,130,3,21,1150000
35081,Daihatsu,Thor    ,JP,Khabarovsk,gasoline,CVT,FWD,33000,98,1,3,1225000
35082,Toyota,Mark II   ,JP,Khabarovsk,gasoline,automatic,RWD,219391,135,2,33,460000
35083,Suzuki,Escudo    ,JP,Khabarovsk,gasoline,automatic,4WD,330000,184,2.7,19,960000
35084,Mitsubishi,Lancer    ,JP,Khabarovsk,gasoline,manual,FWD,226000,79,1.3,34,160000
35085,Toyota,Voxy    ,JP,Khabarovsk,gasoline,CVT,4WD,250000,155,2,16,1250000
35086,Nissan,Almera Classic   ,JP,Khabarovsk,gasoline,manual,FWD,235000,107,1.6,13,500000
35087,Nissan,X-Trail    ,JP,Khabarovsk,gasoline,CVT,4WD,133392,147,2,10,1900000
35088,Toyota,Camry    ,JP,Khabarovsk,gasoline,automatic,FWD,40500,181,2.5,5,3300000
35089,Daihatsu,Thor    ,JP,Khabarovsk,gasoline,CVT,FWD,63000,98,1,6,1185000
35090,Toyota,Wish    ,JP,Khabarovsk,gasoline,CVT,4WD,100000,133,1.8,14,1475000
35091,Mitsubishi,Outlander    ,JP,Khabarovsk,gasoline,automatic,4WD,245000,220,3,16,1450000
35092,Toyota,Prius    ,JP,Khabarovsk,hybrid,CVT,FWD,100000,98,1.8,8,1799000
35093,Honda,Civic Ferio   ,JP,Khabarovsk,gasoline,automatic,4WD,300000,130,1.6,26,250000
35094,Lexus,IS300h    ,JP,Khabarovsk,hybrid,CVT,RWD,164532,178,2.5,10,2470000
35095,Toyota,Carina    ,JP,Khabarovsk,gasoline,automatic,4WD,435,135,2,25,450000
35096,Honda,Vezel    ,JP,Khabarovsk,gasoline,CVT,FWD,26000,172,1.5,5,1800000
35097,Mitsubishi,Dion    ,JP,Khabarovsk,gasoline,automatic,FWD,200000,135,2,24,419000
35098,Toyota,Camry    ,JP,Khabarovsk,gasoline,automatic,FWD,19885,200,2.5,3,3700000
35099,Toyota,Land Cruiser   ,JP,Khabarovsk,diesel,automatic,4WD,253366,235,4.5,11,3899000
35100,Mercedes-Benz,S-Class    ,DE,Khabarovsk,diesel,automatic,4WD,36000,286,2.9,5,7700000
35101,Lexus,LX570    ,JP,Khabarovsk,gasoline,automatic,4WD,185000,383,5.7,16,3750000
35102,Mitsubishi,Pajero iO   ,JP,Khabarovsk,gasoline,automatic,4WD,340000,136,2,24,440000
35103,Nissan,Skyline    ,JP,Khabarovsk,gasoline,automatic,4WD,185000,215,2.5,23,680000
35104,Lexus,NX300    ,JP,Khabarovsk,gasoline,automatic,FWD,28000,238,2,6,3720000
35105,Toyota,Aqua    ,JP,Khabarovsk,hybrid,CVT,FWD,240782,74,1.5,12,850000
35106,Toyota,Corolla Fielder   ,JP,Khabarovsk,gasoline,automatic,FWD,252000,109,1.5,21,657000
35107,Honda,Grace    ,JP,Khabarovsk,hybrid,robot,4WD,82230,110,1.5,9,1300000
35108,Nissan,Note    ,JP,Khabarovsk,gasoline,CVT,FWD,154000,79,1.2,10,759000
35109,Honda,HR-V    ,JP,Khabarovsk,gasoline,CVT,4WD,200000,105,1.6,23,600000
35110,Toyota,Lite Ace Noah  ,JP,Khabarovsk,gasoline,automatic,4WD,350000,130,2,27,765000
35111,Honda,Shuttle    ,JP,Khabarovsk,hybrid,robot,FWD,223430,110,1.5,8,1200000
35112,Toyota,Land Cruiser Prado  ,JP,Khabarovsk,gasoline,automatic,4WD,78500,163,2.7,10,3700000
35113,Toyota,Hilux    ,JP,Khabarovsk,diesel,automatic,4WD,65000,200,2.8,4,6000000
35114,Toyota,Wish    ,JP,Khabarovsk,gasoline,automatic,4WD,185000,125,1.8,21,660000
35115,Toyota,Land Cruiser   ,JP,Khabarovsk,diesel,automatic,4WD,175000,232,4.5,12,3700000
35116,Toyota,Hiace    ,JP,Khabarovsk,diesel,automatic,4WD,430000,91,2.8,34,250000
35117,Mercedes-Benz,CLA-Class    ,DE,Khabarovsk,gasoline,robot,FWD,153000,156,1.6,10,2170000
35118,Honda,Accord    ,JP,Khabarovsk,hybrid,CVT,FWD,32000,145,2,4,2890000
35119,Toyota,Corolla Fielder   ,JP,Khabarovsk,gasoline,automatic,FWD,245273,109,1.5,20,639000
35120,Toyota,Belta    ,JP,Khabarovsk,gasoline,automatic,4WD,133118,87,1.3,15,650000
35121,Toyota,Allion    ,JP,Khabarovsk,gasoline,automatic,FWD,167900,109,1.5,22,725000
35122,Toyota,Harrier    ,JP,Khabarovsk,gasoline,automatic,4WD,80000,231,2,6,3800000
35123,Nissan,Qashqai    ,JP,Khabarovsk,gasoline,CVT,4WD,78000,144,2,8,2250000
35124,Toyota,Land Cruiser   ,JP,Khabarovsk,diesel,automatic,4WD,254000,204,4.2,20,2198000
35125,Toyota,Harrier    ,JP,Khabarovsk,hybrid,CVT,4WD,109000,152,2.5,6,3200000
35126,Toyota,Prius Alpha   ,JP,Khabarovsk,hybrid,CVT,FWD,200000,99,1.8,12,1300000
35127,Toyota,Prius    ,JP,Khabarovsk,hybrid,CVT,FWD,257000,77,1.5,18,495000
35128,Toyota,Hilux    ,JP,Khabarovsk,diesel,automatic,4WD,70500,150,2.4,7,3610000
35129,Honda,Vezel    ,JP,Khabarovsk,hybrid,robot,4WD,95000,132,1.5,10,1520000
35130,Daihatsu,Terios    ,JP,Khabarovsk,gasoline,automatic,4WD,197000,90,1.3,21,500000
35131,Toyota,Probox    ,JP,Khabarovsk,gasoline,automatic,4WD,383000,105,1.5,17,660000
35132,Toyota,Wish    ,JP,Khabarovsk,gasoline,CVT,FWD,75000,144,1.8,12,1145000
35133,Honda,Fit    ,JP,Khabarovsk,gasoline,CVT,4WD,96000,100,1.3,5,975000
35134,Subaru,Forester    ,JP,Khabarovsk,gasoline,CVT,4WD,78600,177,1.8,3,2975000
35135,Mazda,CX-3    ,JP,Khabarovsk,gasoline,automatic,FWD,40660,111,1.5,4,1495000
35136,Honda,Fit Shuttle   ,JP,Khabarovsk,gasoline,CVT,FWD,107265,120,1.5,12,875000
35137,Honda,Shuttle    ,JP,Khabarovsk,gasoline,CVT,FWD,133000,132,1.5,9,1075000
35138,Nissan,Note    ,JP,Khabarovsk,gasoline,CVT,4WD,89443,79,1.2,4,850000
35139,Toyota,Corolla Axio   ,JP,Khabarovsk,gasoline,CVT,4WD,99853,103,1.5,8,1149000
35140,Toyota,Land Cruiser   ,JP,Khabarovsk,diesel,automatic,4WD,951923,135,4.2,30,1250000
35141,Renault,Kaptur    ,FR,Khabarovsk,gasoline,CVT,FWD,53,114,1.6,3,2600000
35142,Lexus,HS250h    ,JP,Khabarovsk,hybrid,CVT,FWD,227000,150,2.4,15,1450000
35143,Renault,Kaptur    ,FR,Khabarovsk,gasoline,CVT,FWD,15,149,1.3,3,2600000
35144,Renault,Kaptur    ,FR,Khabarovsk,gasoline,CVT,FWD,16,149,1.3,3,2600000
35145,Renault,Kaptur    ,FR,Khabarovsk,gasoline,CVT,4WD,11,149,1.3,3,2700000
35146,Toyota,Mark II Wagon Blit ,JP,Khabarovsk,gasoline,automatic,RWD,360000,160,2,22,925000
35147,Toyota,Prius    ,JP,Khabarovsk,hybrid,CVT,FWD,250000,76,1.5,15,710000
35148,Toyota,Granvia    ,JP,Khabarovsk,diesel,automatic,4WD,250000,130,3,27,997000
35149,Toyota,Town Ace Noah  ,JP,Khabarovsk,diesel,automatic,4WD,300000,91,2.2,27,550000
35150,Honda,Accord    ,JP,Khabarovsk,gasoline,automatic,FWD,298000,150,2,24,545000
35151,Mitsubishi,Mirage Dingo   ,JP,Khabarovsk,gasoline,automatic,FWD,190000,80,1.3,23,270000
35152,Toyota,RAV4    ,JP,Khabarovsk,gasoline,CVT,4WD,185000,170,2.4,19,1100000
35153,Honda,CR-V    ,JP,Khabarovsk,gasoline,CVT,FWD,5000,190,1.5,5,2150000
35154,Honda,Stepwgn    ,JP,Khabarovsk,gasoline,CVT,FWD,74000,150,1.5,5,1900000
35155,Suzuki,Escudo    ,JP,Khabarovsk,gasoline,automatic,4WD,83000,136,1.4,5,1800000
35156,Toyota,C-HR    ,JP,Khabarovsk,gasoline,CVT,4WD,59000,116,1.2,5,1700000
35157,Honda,Vezel    ,JP,Khabarovsk,gasoline,CVT,FWD,75000,172,1.5,5,1785000
35158,Honda,Insight    ,JP,Khabarovsk,hybrid,CVT,FWD,155000,88,1.3,14,650000
35159,Honda,Vezel    ,JP,Khabarovsk,gasoline,CVT,FWD,88000,172,1.5,5,1750000
35160,Honda,Vezel    ,JP,Khabarovsk,gasoline,CVT,4WD,100000,131,1.5,5,1615000
35161,Honda,Vezel    ,JP,Khabarovsk,gasoline,CVT,FWD,91000,131,1.5,5,1585000
35162,Mazda,Mazda3    ,JP,Khabarovsk,gasoline,automatic,FWD,90000,111,1.5,5,1399000
35163,Toyota,Raize    ,JP,Khabarovsk,gasoline,CVT,FWD,105000,98,1,4,1390000
35164,Subaru,Impreza    ,JP,Khabarovsk,gasoline,CVT,4WD,111000,115,1.6,5,1150000
35165,Honda,Fit    ,JP,Khabarovsk,gasoline,CVT,4WD,95000,100,1.3,5,900000
35166,Toyota,Vitz    ,JP,Khabarovsk,gasoline,CVT,4WD,78000,95,1.3,5,835000
35167,Nissan,AD    ,JP,Khabarovsk,gasoline,CVT,FWD,56000,111,1.5,5,800000
35168,BMW,X7    ,DE,Khabarovsk,diesel,automatic,4WD,111000,249,3,4,7200000
35169,Toyota,Chaser    ,JP,Khabarovsk,gasoline,automatic,RWD,205000,200,2.5,26,785000
35170,Nissan,R'nessa    ,JP,Khabarovsk,gasoline,automatic,FWD,300000,140,2,39,180000
35171,Honda,Fit    ,JP,Khabarovsk,hybrid,CVT,FWD,170000,88,1.3,13,750000
35172,Toyota,Estima    ,JP,Khabarovsk,gasoline,automatic,4WD,288000,220,3,22,1050000
35173,Toyota,Passo    ,JP,Khabarovsk,gasoline,CVT,FWD,114000,69,1,7,875000
35174,Honda,Civic Ferio   ,JP,Khabarovsk,gasoline,CVT,FWD,300000,130,1.5,25,440000
35175,Toyota,Prius    ,JP,Khabarovsk,hybrid,CVT,FWD,150000,98,1.8,5,1899000
35176,Toyota,Camry    ,JP,Khabarovsk,hybrid,CVT,FWD,83000,178,2.5,6,2800000
35177,Toyota,Harrier    ,JP,Khabarovsk,gasoline,automatic,FWD,100000,231,2,5,2999000
35178,Subaru,Impreza    ,JP,Khabarovsk,gasoline,CVT,4WD,71768,115,1.6,5,1150000
35179,Toyota,Ractis    ,JP,Khabarovsk,gasoline,CVT,FWD,264242,87,1.3,15,670000
35180,Mazda,CX-5    ,JP,Khabarovsk,diesel,automatic,FWD,45500,190,2.2,6,2610000
35181,Renault,Duster    ,FR,Khabarovsk,gasoline,manual,4WD,125000,117,1.6,3,2000000
35182,Nissan,Cube    ,JP,Khabarovsk,gasoline,CVT,FWD,136000,109,1.5,13,630000
35183,Nissan,Kicks    ,JP,Khabarovsk,hybrid,automatic,FWD,25000,82,1.2,4,2295000
35184,Mazda,Familia    ,JP,Khabarovsk,gasoline,automatic,FWD,220000,109,1.5,17,580000
35185,Toyota,Carina    ,JP,Khabarovsk,gasoline,automatic,FWD,300000,165,1.6,27,450000
35186,Toyota,Allion    ,JP,Khabarovsk,gasoline,CVT,FWD,45000,152,2,8,1850000
35187,Subaru,Outback    ,JP,Khabarovsk,gasoline,CVT,4WD,53000,175,2.5,5,2950000
35188,Nissan,Sunny    ,JP,Khabarovsk,gasoline,automatic,FWD,230000,90,1.3,22,250000
35189,Toyota,Yaris Cross   ,JP,Khabarovsk,gasoline,CVT,FWD,30000,120,1.5,2,2360000
35190,Toyota,Isis    ,JP,Khabarovsk,gasoline,CVT,FWD,115000,143,1.8,10,1430000
35191,Toyota,Passo    ,JP,Khabarovsk,gasoline,CVT,FWD,60000,69,1,6,987000
35192,Nissan,X-Trail    ,JP,Khabarovsk,hybrid,CVT,4WD,140000,147,2,5,2040000
35193,BMW,5-Series    ,DE,Khabarovsk,hybrid,automatic,RWD,77000,184,2,7,3295000
35194,Nissan,X-Trail    ,JP,Khabarovsk,gasoline,CVT,4WD,88000,147,2,5,2575000
35195,Suzuki,Jimny    ,JP,Khabarovsk,gasoline,manual,4WD,92000,64,0.7,5,1650000
35196,Toyota,Crown    ,JP,Khabarovsk,hybrid,CVT,RWD,85000,184,2.5,5,3050000
35197,Subaru,Impreza    ,JP,Khabarovsk,gasoline,CVT,FWD,101000,115,1.6,6,1390000
35198,Hyundai,Solaris    ,KR,Khabarovsk,gasoline,automatic,FWD,17219,123,1.6,3,1940000
35199,Toyota,Land Cruiser Prado  ,JP,Khabarovsk,diesel,automatic,4WD,57479,177,2.8,5,4999000
35200,Toyota,Land Cruiser Prado  ,JP,Khabarovsk,diesel,automatic,4WD,104654,177,2.8,7,4549000
35201,Toyota,Land Cruiser Prado  ,JP,Khabarovsk,diesel,automatic,4WD,88891,177,2.8,7,4399000
35202,Toyota,Land Cruiser Prado  ,JP,Khabarovsk,diesel,automatic,4WD,67167,177,2.8,6,4499000
35203,Toyota,Vitz    ,JP,Khabarovsk,gasoline,CVT,FWD,138598,71,1,14,605000
35204,Toyota,Land Cruiser Prado  ,JP,Khabarovsk,diesel,automatic,4WD,72381,177,2.8,6,4299000
35205,Toyota,Land Cruiser Prado  ,JP,Khabarovsk,gasoline,automatic,4WD,214462,163,2.7,18,2499000
35206,Toyota,Estima    ,JP,Khabarovsk,hybrid,CVT,4WD,290000,150,2.4,16,1480000
35207,Toyota,Wish    ,JP,Khabarovsk,gasoline,automatic,4WD,186000,125,1.8,20,650000
35208,Nissan,Wingroad    ,JP,Khabarovsk,gasoline,automatic,4WD,197000,109,1.5,16,629900
35209,Toyota,Prius    ,JP,Khabarovsk,hybrid,CVT,FWD,215000,77,1.5,18,685000
35210,Honda,Shuttle    ,JP,Khabarovsk,hybrid,robot,FWD,93000,110,1.5,9,1328000
35211,Toyota,Platz    ,JP,Khabarovsk,gasoline,automatic,FWD,1,70,1,24,250000
35212,Ford,Ranger    ,USA,Khabarovsk,diesel,automatic,4WD,6500,213,2,3,5820000
35213,Mazda,CX-3    ,JP,Khabarovsk,diesel,automatic,FWD,122916,105,1.5,9,1380000
35214,SsangYong,Actyon Sports   ,KR ,Khabarovsk,diesel,automatic,4WD,260000,145,2,16,410000
35215,Toyota,Crown    ,JP,Khabarovsk,gasoline,automatic,RWD,170000,203,2.5,13,2090000
35216,MINI,Hatch    ,DE,Khabarovsk,gasoline,automatic,FWD,69000,102,1.2,9,1190000
35217,Toyota,Noah    ,JP,Khabarovsk,gasoline,automatic,FWD,136000,152,2,22,1050000
35218,Toyota,Crown    ,JP,Khabarovsk,hybrid,CVT,RWD,21769,184,2.5,5,3150000
35219,Nissan,Note    ,JP,Khabarovsk,gasoline,CVT,FWD,158000,98,1.2,9,1165000
35220,Mitsubishi,Pajero    ,JP,Khabarovsk,diesel,automatic,4WD,300000,125,2.8,29,1075000
35221,Chevrolet,TrailBlazer    ,USA,Khabarovsk,gasoline,CVT,FWD,93647,155,1.3,4,2090000
35222,Land Rover,Rover Discovery Sport  ,UK,Khabarovsk,diesel,automatic,4WD,99874,180,2,6,2850000
35223,Kia,Optima    ,KR,Khabarovsk,gasoline,automatic,FWD,80540,188,2.4,6,1950000
35224,Audi,A6    ,DE,Khabarovsk,gasoline,robot,FWD,94000,190,1.8,8,2220000
35225,Toyota,Land Cruiser Prado  ,JP,Khabarovsk,diesel,automatic,4WD,51802,177,2.8,5,5250000
35226,Mercedes-Benz,GLA-Class    ,DE,Khabarovsk,gasoline,automatic,FWD,25167,250,1.6,5,3050000
35227,Honda,Fit    ,JP,Khabarovsk,hybrid,CVT,FWD,79618,88,1.3,12,880000
35228,Honda,Fit Shuttle   ,JP,Khabarovsk,hybrid,CVT,FWD,135000,88,1.3,13,1070000
35229,Toyota,Wish    ,JP,Khabarovsk,gasoline,CVT,FWD,89258,143,1.8,11,1655000
35230,Mazda,Bongo Friendee   ,JP,Khabarovsk,diesel,automatic,4WD,195000,130,2.5,23,460000
35231,Honda,Fit    ,JP,Khabarovsk,gasoline,CVT,FWD,50000,100,1.3,7,935000
35232,Kia,Rio X (X-Line)  ,KR,Khabarovsk,gasoline,automatic,FWD,68000,123,1.6,6,1448000
35233,Lexus,GS300h    ,JP,Khabarovsk,hybrid,CVT,RWD,192000,178,2.5,10,2515000
35234,Toyota,Prius    ,JP,Khabarovsk,hybrid,CVT,FWD,200000,99,1.8,15,900000
